x	y	w	h	content
743	473	105	51	No.
858	469	85	54	55.
1119	461	128	59	Oh!
1258	461	87	58	let
1355	461	96	59	me
1465	462	100	61	get
1575	463	87	63	up.
817	677	43	44	1.
869	677	74	44	On!
952	676	71	45	just
1032	676	63	45	let
1112	675	66	47	me
1195	675	72	47	get
1287	675	54	47	up
1373	675	42	47	in
1441	674	54	48	the
1504	674	103	48	house
1616	674	48	48	of
1676	674	88	47	God,
1773	674	77	47	Just
1859	674	63	47	let
1937	674	53	47	me
840	878	70	43	get
926	876	53	45	up
1013	875	43	45	in
1088	874	58	46	the
1154	873	104	47	house
1267	873	46	46	of
1322	872	91	47	God,
1423	872	82	47	Just
1515	872	62	47	let
1596	873	62	46	me
1677	873	67	47	get
1764	874	52	46	up
1853	875	41	45	in
1928	876	64	45	the
838	1071	115	42	house
963	1071	50	42	of
1037	1071	104	43	God,
1152	1071	76	43	And
1236	1072	68	42	I'll
1321	1072	136	43	never
1482	1074	81	41	turn
1572	1075	87	40	back
1692	1077	26	38	a
1731	1078	23	37	-
1763	1078	51	37	ny
1840	1079	105	36	more.
865	1259	57	43	No
955	1260	116	44	more,
1099	1261	51	43	no
1181	1261	119	44	more,
1317	1261	78	43	why
1431	1260	108	43	thank
1564	1259	84	42	God
1695	1256	44	47	al
1748	1258	20	46	-
1778	1259	163	49	might-y,
862	1456	61	41	No
932	1456	120	42	more,
1067	1457	55	42	no
1132	1458	119	41	more,
1264	1459	66	40	I'll
1356	1459	135	41	nev-er
1510	1459	84	41	turn
1605	1459	89	41	back
1707	1459	24	41	a
1740	1459	26	40	-
1778	1459	50	40	ny
1861	1465	102	31	more.
875	1513	45	44	2.
926	1514	54	44	Oh
987	1515	25	43	!
1018	1516	74	43	just
1099	1517	53	42	let
1159	1518	62	42	me
1228	1519	62	41	get
1297	1519	50	41	on
1354	1519	62	41	my
1423	1520	87	41	long
1518	1520	101	40	white
1627	1519	104	41	robe,
1739	1517	50	43	&c
874	1554	45	41	3.
925	1555	84	41	Oh!
1015	1556	75	41	just
1097	1556	52	42	let
1155	1557	60	41	me
1221	1557	62	42	get
1290	1558	49	41	on
1348	1558	65	41	my
1419	1558	113	41	starry
1539	1558	130	41	crown,
1676	1559	67	40	&c.
875	1592	44	42	4.
926	1593	83	43	Oh!
1016	1594	78	43	just
1101	1596	53	41	let
1161	1596	61	42	me
1229	1597	61	41	get
1298	1598	49	40	on
1355	1598	63	41	my
1426	1599	123	40	golden
1560	1599	120	39	shoes,
1688	1599	55	39	&c.
874	1630	43	44	5.
926	1631	54	44	Oh
989	1633	20	42	!
1018	1633	60	42	the
1086	1634	112	42	music
1207	1636	43	40	in
1258	1637	63	39	the
1330	1638	146	39	heaven,
1485	1639	71	38	and
1565	1639	31	39	it
1605	1639	129	39	sounds
1743	1638	42	40	so
1795	1638	116	40	sweet,
1921	1637	59	42	&c.
731	1712	103	55	No.
845	1711	107	57	56.
1024	1710	104	60	Go,
1139	1709	146	61	chain
1317	1709	87	62	the
1432	1710	133	61	Lion
1597	1711	161	60	down.
884	1921	67	45	Go,
960	1921	103	45	chain
1072	1922	61	45	the
1143	1922	28	45	li
1181	1922	23	45	-
1213	1922	49	45	on
1284	1923	116	45	down,
1410	1924	67	44	Go,
1487	1924	101	45	chain
1598	1925	58	45	the
1666	1926	31	44	li
1707	1926	25	45	-
1742	1926	46	45	on
1810	1927	113	46	down,
1934	1928	60	45	Go,
821	2130	99	40	chain
933	2130	62	41	the
1016	2130	32	42	li
1056	2130	25	42	-
1089	2130	44	43	on
1154	2130	115	44	down,
1277	2130	132	45	Be-fore
1418	2131	57	44	the
1483	2131	119	45	heav'n
1618	2133	95	43	doors
1721	2133	102	43	close.
1831	2135	32	41	1.
1871	2135	55	40	Do
1934	2136	67	39	you
824	2336	57	39	see
889	2336	74	41	that
971	2336	87	42	good
1066	2337	60	43	old
1134	2337	126	45	sis-ter,
1268	2338	102	45	Come
1378	2339	25	45	a
1413	2339	152	47	wagging
1575	2340	50	46	up
1632	2341	58	46	the
1697	2341	68	46	hill
1772	2342	43	46	so
1822	2342	102	46	slow,
1932	2343	70	45	She
1926	2392	44	42	D.
1979	2392	31	42	C.
808	2546	103	37	wants
919	2545	37	39	to
974	2545	64	41	get
1056	2545	36	42	to
1101	2545	114	45	heav'n
1228	2545	34	46	in
1289	2545	62	47	due
1369	2546	102	47	time,
1480	2546	132	48	Be-fore
1620	2548	56	47	the
1684	2549	112	46	heav'n
1815	2551	90	44	doors
1913	2553	94	41	close.
947	2602	45	39	2.
1002	2602	54	41	Do
1064	2603	66	43	you
1141	2604	59	43	see
1207	2604	62	45	the
1277	2605	91	46	good
1376	2606	66	46	old
1450	2607	213	47	Christians?
1673	2609	54	46	&c.
949	2639	44	42	3.
1002	2640	57	44	Do
1068	2642	70	44	you
1147	2644	60	44	see
1215	2645	60	44	the
1283	2646	92	45	good
1386	2648	61	44	old
1454	2649	209	44	preachers?
1675	2652	49	41	&c.
1349	2698	77	49	174
