x	y	w	h	content
809	456	102	55	No.
922	457	92	55	25.
1110	462	137	58	me's
1269	462	96	58	the
1387	462	145	57	Lord
1558	463	69	56	of
1649	463	182	55	Lords.
959	718	95	44	Why,
1063	717	77	44	He's
1149	717	65	44	the
1227	717	97	43	Lord
1345	716	50	44	of
1417	716	108	44	lords,
1536	716	72	44	And
1619	716	66	45	the
1705	716	93	45	King
1815	717	48	45	of
1887	717	112	46	kings,
2011	718	74	46	Why
940	1166	36	40	Je
985	1166	17	40	-
1011	1166	59	40	sus
1079	1166	111	41	Christ
1199	1167	33	40	is
1241	1167	62	40	the
1312	1167	72	40	first
1393	1167	72	41	and
1474	1167	56	41	the
1540	1167	77	41	last,
1626	1167	53	41	No
1689	1166	66	42	one
1765	1166	61	42	can
1836	1166	87	42	work
1933	1166	68	42	like
2011	1165	95	42	Him.
904	1577	37	51	1.
951	1577	34	51	I
1001	1578	67	49	will
1078	1578	64	49	not
1152	1579	63	48	let
1225	1579	70	48	you
1306	1580	56	47	go,
1372	1580	60	47	my
1443	1580	86	46	Lord
1540	1580	9	46	;
1560	1580	53	46	No
1623	1580	60	46	one
1693	1580	60	46	can
1764	1581	86	44	work
1861	1580	66	45	like
1938	1580	93	45	Him,
2041	1580	63	45	Un-
933	2031	57	45	til
1005	2031	71	45	you
1085	2032	92	44	come
1186	2032	71	43	and
1267	2032	88	43	bless
1365	2033	58	42	my
1433	2033	103	41	soul,
1547	2033	58	41	No
1627	2033	73	40	one
1710	2033	67	40	can
1788	2033	90	39	work
1889	2033	75	38	like
1978	2033	87	38	Him,
1129	2073	30	46	A
1000	2276	47	41	2.
1054	2275	71	42	For
1132	2274	87	43	Paul
1226	2273	74	44	and
1307	2273	92	45	Silas
1407	2273	121	47	bound
1536	2275	41	46	in
1590	2276	67	47	jail,
1092	2317	56	37	No
1156	2316	70	38	one
1236	2316	61	39	can
1312	2315	91	41	work
1414	2316	74	41	like
1499	2316	70	42	Him
1589	2318	25	40	;
1056	2356	71	36	The
1134	2357	190	37	Christians
1330	2357	127	38	prayed
1468	2356	81	41	both
1563	2356	100	44	night
1670	2355	72	47	and
1756	2354	73	51	day,
1089	2393	59	40	No
1155	2392	70	39	one
1233	2392	64	38	can
1308	2392	94	39	work
1411	2392	74	42	like
1494	2393	93	45	Him.
1130	2432	62	41	Cho.
1199	2432	146	43	-Why,
1352	2432	86	44	He's
1445	2431	64	46	the
1516	2431	96	47	Lord
1619	2431	43	47	of
1670	2431	114	48	lords,
1791	2431	54	48	&o.
1000	2493	29	43	&
1051	2493	26	42	I
1084	2493	86	41	wish
1177	2493	100	41	those
1284	2493	181	43	mourners
1473	2493	114	44	would
1594	2493	142	48	believe.
1088	2536	56	35	No
1153	2535	69	36	one
1229	2534	62	38	can
1305	2534	90	40	work
1410	2534	70	42	like
1491	2535	100	46	Him,
1054	2573	90	42	That
1151	2573	98	42	Jesus
1256	2573	37	42	is
1300	2573	109	44	ready
1417	2574	39	44	to
1464	2574	141	48	receive,
1088	2612	60	39	No
1154	2613	69	39	one
1229	2613	65	40	can
1308	2614	96	41	work
1411	2614	77	42	like
1495	2614	98	44	Him.
1124	2652	216	41	Cho.-Why,
1348	2652	80	42	He's
1436	2652	65	42	the
1509	2652	93	43	Lord
1612	2651	41	45	of
1663	2651	108	47	lords,
1781	2650	54	49	&c.
1428	2698	80	48	148
