x	y	w	h	content
655	536	103	72	No.
772	534	117	77	24.
903	532	126	82	The
1069	531	154	86	Lord
1249	530	163	88	Will
1429	529	191	89	Make
1640	530	106	87	the
1766	531	160	84	Way.
739	632	46	46	C.
793	631	49	45	A.
850	629	41	46	T.
1783	624	47	55	C.
1840	626	46	53	A.
1896	628	154	48	TINDLEY
2062	630	14	45	.
760	856	46	41	1.
816	855	75	42	The
901	855	91	42	hills
1021	854	46	43	of
1075	854	64	42	life
1146	853	110	43	which
1264	853	67	43	you
1338	853	91	43	must
1437	853	120	43	climb,
1564	853	89	42	Each
1660	854	185	41	mo-ment,
1852	855	62	39	day
1921	856	52	38	by
760	896	47	41	2.
831	895	169	42	Although
1008	894	84	43	your
1101	894	154	43	progress
1264	894	81	43	may
1367	894	51	43	be
1430	894	105	43	poor,
1561	895	74	42	But
1645	895	39	42	if
1716	896	68	41	you
1795	897	106	41	watch
1912	898	68	40	and
2013	899	86	39	pray,
2024	855	72	44	day,
759	934	35	40	3.
801	934	24	40	'
832	934	48	40	To
918	934	44	40	do
991	934	91	41	your
1092	934	47	41	du
1149	934	26	41	-
1185	934	42	41	ty
1250	934	86	42	here
1367	935	46	41	be
1422	935	12	41	-
1443	935	92	41	low,
1552	936	76	40	And
1640	936	48	40	be
1718	937	76	39	just
1804	938	94	38	what
1910	939	66	37	you
2022	940	65	35	say,
761	976	45	39	4.
815	975	75	40	But
897	975	95	41	when
1005	975	69	41	you
1081	974	74	42	find
1166	974	69	42	you
1248	974	99	43	can't
1370	974	43	43	do
1422	975	114	42	more,
1552	975	68	42	You
1631	975	93	42	plans
1734	976	90	40	must
1834	977	56	39	all
1923	978	46	38	de
1982	978	23	38	-
2015	979	72	37	lay,
792	1398	66	38	Are
864	1398	127	39	rough;
997	1398	66	40	the
1069	1399	84	39	path
1250	1396	94	42	hard
1387	1395	45	42	to
1453	1394	98	43	find,
1570	1394	73	43	But
1651	1395	80	42	God
1740	1395	71	42	will
1820	1396	102	41	make
1932	1397	62	41	the
2029	1399	79	39	way.
773	1437	97	39	What
877	1437	19	39	-
902	1436	47	41	ev
968	1436	27	41	-
1009	1436	44	41	er
1070	1436	94	42	else,
1184	1436	46	42	of
1260	1436	77	42	this
1372	1436	54	42	I'm
1451	1436	99	43	sure,
1560	1436	71	43	The
1639	1436	91	43	Lord
1740	1437	71	41	will
1819	1437	103	41	make
1931	1437	62	41	the
2030	1438	82	40	way.
780	1476	85	40	May
891	1477	72	40	not
1000	1477	51	40	be
1078	1478	64	40	eas
1159	1478	27	40	-
1192	1478	48	40	y,
1262	1478	77	40	but
1364	1479	68	39	you
1439	1479	97	40	know
1561	1479	71	40	The
1639	1479	89	40	Lord
1740	1480	71	39	will
1818	1480	104	39	make
1930	1480	65	39	the
2028	1480	81	39	way.
784	1519	72	37	The
872	1520	83	36	prom
978	1521	17	35	-
1002	1521	52	35	ise
1061	1521	109	35	comes
1177	1520	75	36	just
1279	1520	44	36	as
1382	1518	45	38	be
1433	1518	14	39	-
1453	1518	95	39	fore,
1557	1518	70	39	The
1634	1519	89	38	Lord
1738	1519	71	39	will
1817	1520	104	38	make
1928	1521	64	37	the
2027	1521	87	38	way.
811	1758	153	38	CHORUS.
696	1847	36	48	O
793	1945	76	44	The
882	1945	93	45	Lord
990	1946	68	45	will
1067	1948	108	44	make
1188	1951	67	41	the
1288	1954	81	40	way,
1379	1958	10	36	.
1399	1959	64	36	...
1498	1948	72	41	The
1578	1948	89	43	Lord
1678	1948	71	45	will
1758	1949	101	45	make
1868	1952	63	42	the
1953	1954	82	40	way;
2045	1958	10	36	.
2065	1959	52	34	...
1350	1998	59	36	the
1423	2000	74	38	way,
2009	1998	56	38	the
2073	1998	60	39	way
2142	1998	8	39	,
2005	2052	50	42	bo
2067	2055	44	44	bo
801	2423	44	45	If
874	2434	62	37	you
977	2433	58	39	can
1060	2432	40	41	on
1122	2432	21	41	-
1157	2431	35	43	ly
1224	2431	92	44	trust
1329	2431	67	45	and
1408	2431	99	45	wait,
1518	2431	67	46	The
1598	2431	86	46	Lord
1700	2432	71	45	will
1780	2432	101	45	make
1900	2434	60	43	the
1998	2435	79	41	way.
696	2668	24	36	5
741	2669	102	37	When
852	2669	154	40	comforts
1013	2670	42	40	of
1062	2670	72	41	this
1141	2670	103	42	world
1251	2671	58	42	are
1316	2671	86	42	few,
1428	2671	23	43	7
1463	2672	200	43	Sometimes
1671	2672	61	44	the
1745	2672	148	44	tempter
1901	2673	83	44	tries
1992	2673	55	44	his
2055	2673	97	44	plans,
780	2711	71	36	And
866	2711	130	38	friends
1004	2713	58	38	are
1073	2714	54	38	far
1136	2716	106	40	away,
1508	2715	45	35	To
1566	2715	100	38	make
1679	2715	64	40	you
1759	2716	42	41	go
1814	2717	126	41	astray,
739	2752	195	36	Remember
941	2752	132	38	always
1080	2752	74	39	this
1160	2752	36	40	is
1202	2752	90	43	true,
782	2785	71	42	The
860	2787	89	42	Lord
961	2789	77	42	will
1044	2791	106	42	make
1156	2792	64	42	the
1226	2792	85	44	way.
1464	2751	72	41	But
1543	2752	90	41	keep
1644	2754	87	41	your
1739	2754	91	41	hand
1841	2754	39	42	in
1897	2753	112	43	Jesus'
2018	2750	96	46	hand,
1505	2794	77	39	And
1591	2794	50	40	he
1650	2794	77	41	will
1734	2795	79	42	lead
1824	2795	63	42	the
1896	2796	89	42	way.
696	2845	30	45	6
739	2845	106	46	When
853	2847	91	45	hard
951	2848	71	45	and
