x	y	w	h	content
267	551	122	70	No.
407	551	47	70	1.
777	545	214	80	Pilgrim
1047	546	259	77	Stranger.
350	631	113	49	Words
473	630	47	50	by
530	630	44	50	C.
584	630	50	50	A.
644	630	177	51	TINDLEY,
831	629	44	52	D.
885	629	60	52	D.
990	629	116	52	Scotch
1116	629	136	52	Melody
1262	630	66	51	arr.
1338	630	50	51	by
1398	630	88	51	WM.
1496	631	47	50	D.
1553	631	130	50	SMITH.
389	869	46	41	1.
444	867	57	41	Go
555	864	46	43	ye
621	863	156	44	hum-ble
389	904	44	42	2.
441	905	47	41	If
527	906	91	40	your
629	907	75	38	way
723	906	33	39	is
837	872	56	41	pil
900	871	26	42	-
934	870	77	41	grim
1028	868	182	41	stran-ger,
1224	865	94	43	Thro'
1326	864	72	44	this
1407	864	107	44	world
1548	864	46	45	of
1620	865	79	44	woe,
388	945	46	38	3.
444	945	106	39	When
565	946	236	39	dis-cour-aged
834	947	69	38	and
832	908	75	39	dark
946	907	70	41	and
1035	907	93	41	lone-
1137	907	57	42	ly,
1241	907	57	42	He
1328	907	77	43	will
1432	907	46	43	be
1513	907	87	44	your
1610	908	105	44	guide,
387	984	45	39	4.
443	986	42	39	If
529	988	66	39	you
606	988	125	39	chance
739	986	35	40	to
831	987	70	33	find
948	948	56	40	for
1011	948	19	40	-
1037	948	58	41	sak
1102	949	22	41	-
1131	950	66	43	en,
1229	944	75	42	Run
1337	944	39	42	to
1414	944	71	44	Him
1533	946	40	44	in
1602	947	121	49	pray'r,
957	990	25	39	a
1014	991	104	40	stran-
1125	992	80	39	ger,
1234	984	73	43	Put
1316	984	67	43	him
1430	985	41	42	in
1517	986	67	43	the
1614	988	87	43	way,
385	1367	74	44	You
494	1368	75	43	may
578	1369	87	42	meet
674	1370	83	42	with
778	1371	107	41	many
917	1373	28	40	a
980	1374	61	40	dan
1050	1375	14	39	-
1073	1375	63	40	ger,
1198	1365	52	44	Ev
1259	1367	13	43	-
1281	1368	69	43	'ry-
1359	1370	110	41	where
1489	1374	69	35	you
388	1406	65	45	He
506	1408	41	43	is,
556	1409	128	42	though
693	1411	44	40	so
779	1411	98	40	meek
897	1412	75	39	and
980	1412	66	39	low
1054	1412	18	39	-
1081	1412	66	38	ly,
1170	1412	95	38	More
1273	1411	87	39	than
1392	1410	63	39	all
1499	1408	51	41	be
1634	1378	50	29	go.
1616	1413	79	36	side.
379	1452	78	37	New
463	1450	25	39	-
499	1450	41	40	er
572	1449	67	41	has
665	1450	78	42	been
1608	1451	102	41	there.
382	1484	85	45	Tell
476	1487	68	43	him
571	1489	75	41	how
682	1491	43	39	to
789	1457	65	36	one
896	1455	82	37	o'er-
986	1453	58	39	tak
1056	1452	20	40	-
1083	1452	63	40	en,
1180	1451	86	41	Who
1287	1451	42	41	re
1341	1451	25	41	-
1385	1452	73	40	sort
1465	1452	25	40	-
1497	1453	44	40	ed
788	1495	65	35	flee
899	1494	62	38	the
988	1494	59	38	dan
1055	1494	18	38	-
1079	1494	78	37	ger,
1163	1492	113	36	While
1294	1489	39	37	it
1398	1491	40	38	is
1467	1490	113	39	called
1632	1491	75	38	day.
1076	1531	55	31	-9-.
372	1870	113	43	Don't
511	1872	70	42	for-
590	1873	62	41	get
660	1873	86	40	that
788	1872	85	40	God
363	1911	107	40	When
503	1912	63	39	the
574	1913	105	40	world
687	1914	39	41	in
924	1877	39	37	a-
970	1876	84	40	bove
1071	1875	87	42	you,
1170	1875	89	42	Hath
1314	1874	24	43	a
1372	1874	63	43	gra
1442	1874	19	43	-
1469	1874	91	42	cious
1568	1874	95	41	heart,
365	1953	102	38	When
501	1951	63	41	the
573	1952	116	44	storms
696	1955	41	42	of
782	1919	89	35	arms
916	1919	53	38	as-
974	1918	76	39	sail
1072	1916	87	40	you,
1179	1915	80	41	And
1286	1915	85	40	your
1378	1914	97	41	cour-
1483	1914	66	41	age
1580	1915	73	40	fail,
789	1955	66	38	life
907	1958	59	38	are
974	1956	91	41	beat-
1073	1955	78	42	ing,
1172	1953	95	44	Hard
1302	1953	47	43	up
1362	1953	19	43	-
1389	1953	41	43	on
1473	1954	85	41	your
1577	1955	90	40	head,
382	1991	83	39	Tell
495	1992	62	38	him
574	1994	125	38	there's
706	1997	25	36	a
789	2002	62	33	pre
