x	y	w	h	content
829	486	43	38	6
1093	468	40	61	I
1145	468	166	59	WANT
1331	467	73	60	TO
1424	467	77	60	BE
1525	467	41	59	A
1590	467	234	60	WORKER.
799	587	33	40	I.
841	588	35	40	B.
1192	556	18	36	"
1218	556	52	37	The
1277	557	115	38	laborers
1399	557	48	38	are
1454	557	200	39	few."-MATT.
1661	554	46	41	ix.
1713	553	50	42	37.
1920	586	34	41	I.
1963	588	177	44	BALTZELL.
905	819	38	38	1.
953	818	27	36	I
1009	817	100	30	want
1119	816	44	30	to
1189	815	41	31	be
908	849	40	35	2.
955	849	23	35	I
1291	817	23	33	a
1337	815	147	33	work-er
1518	810	55	38	for
1592	809	59	38	the
1669	810	87	37	Lord,
1008	856	92	28	want
1120	853	32	31	to
1191	853	40	32	be
907	884	40	35	3.
956	887	21	33	I
1291	854	21	33	a
1338	852	147	35	work-er
1526	849	44	38	ev
1580	848	72	39	-'ry
1692	850	81	36	day,
1870	811	98	35	want
1982	811	39	35	to
2042	811	79	36	love
2128	811	62	37	and
1869	851	97	32	want
1982	849	37	33	to
2046	848	77	35	lead
2129	848	60	35	the
1009	892	91	29	want
1121	891	33	29	to
1191	888	40	29	be
908	923	36	28	4.
957	924	19	29	I
1293	891	21	32	a
1339	890	148	34	work-er
1493	888	116	35	strong
1615	886	68	36	and
1691	886	121	33	brave,
1817	885	23	34	I
1816	847	28	38	I
1871	885	97	34	want
1984	885	37	34	to
2047	885	91	35	trust
2147	886	36	34	in
1010	930	90	25	want
1121	927	32	27	to
1191	925	40	28	be
1292	927	21	32	a
1338	927	165	31	work-er;
1509	924	76	34	help
1606	922	72	35	me,
1684	922	105	35	Lord,
1810	921	43	35	To
1884	920	74	36	lead
1981	920	60	35	the
2060	920	70	34	lost
2138	921	66	33	and
883	1330	86	38	trust
975	1330	56	38	his
1036	1330	98	37	ho-ly
1157	1329	118	38	word;
1300	1329	27	38	I
1369	1328	93	38	want
1468	1328	36	38	to
1510	1328	78	38	sing
1594	1328	71	38	and
1671	1327	87	38	pray,
1764	1327	68	38	and
1838	1327	49	38	be
1898	1327	102	37	bus-y
2034	1326	104	38	ev-'ry
2147	1326	63	38	day
910	1371	121	33	err-ing
1040	1369	36	35	in
1090	1368	60	36	the
1170	1368	72	35	way
1285	1366	83	36	That
1375	1366	94	36	leads
1476	1365	34	37	to
1517	1365	117	36	heav'n
1647	1364	117	36	above,
1771	1364	112	35	where
1890	1364	49	35	all
1946	1364	29	35	is
1982	1364	95	34	peace
2083	1364	68	34	and
2157	1365	70	32	love
906	1408	101	33	Jesus'
1014	1407	105	34	pow'r
1126	1405	36	35	to
1168	1404	104	36	save;
1308	1403	61	37	All
1399	1402	74	38	who
1485	1401	70	38	will
1561	1401	89	38	truly
1657	1400	108	38	come,
1771	1400	95	37	shall
1898	1400	72	36	find
1978	1400	21	36	a
2018	1400	110	35	happy
2134	1400	94	34	home
911	1445	117	32	err-ing
1045	1443	34	35	to
1092	1442	59	36	thy
1165	1442	86	36	word
1294	1440	87	38	That
1389	1439	111	38	points
1507	1438	35	39	to
1550	1438	56	39	joy
1616	1438	41	38	on
1670	1438	99	37	high,
1775	1437	105	37	where
1887	1437	163	34	pleasures
2056	1438	101	31	never
2165	1438	50	30	die
1501	1680	157	39	CHORUS.
869	1873	39	36	1.
915	1871	42	36	In
982	1870	63	35	the
1053	1869	171	34	vine-yard
1232	1866	46	36	of
1303	1865	61	37	the
1372	1865	93	37	Lord.
1514	1861	28	40	I
1564	1862	76	38	will
1646	1863	97	37	work,
1882	1862	23	34	I
1936	1863	72	34	will
2014	1864	92	37	pray,
782	1910	33	37	2,
821	1910	38	35	3,
865	1909	43	35	4.
914	1909	40	34	In
977	1908	65	33	the
1048	1907	163	32	king-dom
1230	1906	47	33	of
1300	1906	65	32	the
1371	1905	91	34	Lord.
1518	1902	22	31	I
1573	1907	64	32	will
1653	1908	74	33	work
1734	1908	59	33	and
1804	1907	74	32	pray,
1883	1906	20	32	I
1944	1908	63	29	will
2018	1906	74	32	work
2101	1905	55	35	and
2162	1907	72	38	pray,
918	2307	45	45	In
1003	2308	66	45	the
1083	2309	164	43	vineyard,
1257	2310	40	42	in
1307	2310	61	42	the
1377	2310	162	40	vineyard
1548	2309	47	41	of
1604	2309	68	39	the
1686	2309	107	38	Lord;
1801	2308	57	37	(of
1884	2307	45	37	the
1937	2306	119	35	Lord;)
2066	2304	31	36	I
2136	2310	63	30	will
944	2374	35	43	A
885	2747	102	42	work,
996	2746	37	43	'I
1043	2746	66	43	will
1118	2746	102	43	pray,
1229	2745	24	44	I
1262	2745	78	44	will
1351	2745	32	44	la
1392	2744	13	45	-
1414	2744	64	44	bor
1487	2744	107	43	ev-'ry
1603	2743	65	43	day
1676	2743	43	42	In
1728	2742	62	42	the
1798	2742	160	39	vineyard
1966	2740	49	39	of
2026	2740	62	37	the
2096	2739	95	36	Lord.
773	2854	103	45	Cab
792	2956	34	31	By
833	2955	132	34	permission
972	2954	28	35	of
1007	2954	28	35	B.
1043	2954	26	35	8,
1076	2954	97	36	Leress.
