x	y	w	h	content
639	531	61	44	40
1139	524	181	70	WHEN
1351	524	162	70	THEY
1536	524	120	70	ALL
1679	523	176	70	COME
1877	522	167	70	BACK
2071	521	194	69	AGAIN.
733	591	26	36	J.
767	590	31	36	C.
806	589	125	36	BUSHEY.
2470	581	32	33	P.
2509	580	31	33	P.
2547	579	117	35	MORRIS.
916	645	181	29	QUARTET.
919	883	63	32	Oh,
1019	892	63	22	how
1155	890	54	23	sad
1306	888	29	25	to
1399	890	80	28	part
1505	886	75	29	with
1617	883	95	31	loved
1773	885	98	37	ones,
1911	878	105	36	Whom
2141	888	29	24	du
2275	884	32	23	ty
2371	880	76	26	calls
2516	884	15	25	a
2608	881	89	29	way,
864	921	32	30	2.
902	920	99	25	Some
1030	920	54	21	are
1156	921	34	23	on
1292	917	56	28	the
1418	920	17	25	O
1463	919	17	26	-
1507	919	16	29	c
1637	917	66	28	sail
1782	917	75	33	ing,
1878	910	99	34	Some
2016	917	30	28	in
2132	910	40	29	dis
2266	909	79	31	tant
2365	909	98	32	lands
2499	911	39	31	do
2590	912	76	30	roam
2691	910	8	33	;
861	947	37	31	3.
914	947	61	31	Oth
994	947	19	31	-
1030	947	54	30	ers
1141	953	99	28	gone,
1294	951	48	26	for
1373	949	16	27	.
1414	948	36	27	ev
1484	947	16	27	-
1527	947	34	27	er
1635	949	100	30	gone,
1899	940	42	32	On
1999	940	60	35	that
2136	940	35	27	ev
2284	942	34	23	er
2389	943	37	29	on
2454	942	17	30	-
2483	942	84	31	ward
2600	942	103	29	track,
663	1063	120	70	9:
837	1483	72	23	And
973	1485	47	26	we
1051	1482	90	26	know
1214	1479	76	29	that
1337	1484	51	25	ere
1452	1485	43	21	we
1580	1484	48	23	see
1706	1480	103	31	them,
1861	1477	54	26	We
1967	1475	77	31	will
2080	1475	100	30	watch
2260	1479	51	27	for
2341	1478	99	27	many
2509	1480	13	24	a
2624	1477	60	27	day
823	1510	93	29	Some
945	1508	88	30	have
1070	1511	85	29	gone
1231	1514	27	23	to
1324	1513	72	27	seek
1434	1511	86	25	their
1585	1509	51	31	for
1705	1511	95	29	tunes
1871	1513	30	22	In
2120	1508	43	22	dis
2256	1511	77	24	tant
2356	1508	82	26	west
2448	1506	18	28	-
2487	1507	51	28	ern
2604	1508	102	26	home;
825	1539	114	32	Where
964	1541	56	29	the
1069	1541	72	30	trav
1227	1542	44	29	ler
1331	1542	66	25	wea
1424	1542	16	24	-
1462	1543	33	23	ry
1575	1543	67	25	trav
1712	1539	62	27	'ler
1847	1540	83	29	Goes
1985	1539	68	29	and
2111	1539	63	25	nev
2269	1538	37	31	er
2323	1538	19	31	-
2349	1538	93	30	more
2456	1538	112	29	comes
2610	1536	96	29	back;
668	1650	114	55	9:5
872	1815	102	36	DUET.
851	2024	61	27	But
964	2027	42	23	we
1070	2022	84	32	hope
1258	2032	15	23	a
1361	2025	69	29	gain
1475	2025	29	29	to
1578	2026	90	28	meet
1725	2025	109	33	them,
1892	2024	70	31	This
2088	2020	145	30	thought
2275	2025	53	30	dis
2396	2023	73	26	pels
2499	2019	56	30	the
2601	2025	85	24	pain,
857	2053	67	32	Oh,
959	2054	50	27	the
1087	2055	60	32	anx
1225	2056	60	25	ious
1589	2057	76	29	long
1877	2054	74	31	May
2005	2054	31	28	it
2124	2053	64	30	not
2274	2046	42	33	be
2402	2048	52	31	all
2506	2050	31	29	in
2606	2052	95	29	vain,
863	2084	31	26	In
955	2084	69	30	that
1098	2082	67	31	and
1244	2078	40	26	of
1368	2053	88	34	wait-
1464	2059	72	32	ing,
1370	2086	37	28	an
1432	2087	17	29	-
1470	2087	49	28	gel
1602	2086	56	25	cho
1739	2060	72	29	ing,
1744	2087	63	32	irs,
1846	2083	116	33	Where
1992	2085	57	33	the
2109	2085	114	30	heav'n
2251	2084	20	29	-
2284	2081	35	30	ly
2400	2082	99	34	hosts
2508	2082	39	33	do
2598	2086	94	31	reign,
1339	2306	174	43	Copyright,
1523	2306	70	43	1887,
1603	2307	44	42	by
1657	2307	39	41	A.
1706	2307	33	41	J.
1749	2307	211	39	SHOWALTER
1969	2306	28	40	&
2009	2306	63	39	CO.
